"u_y","u_z","u_x"
0.2486988702,0.3741956236,0.5771883087
0.334870604,0.3566788037,0.5952061689
0.320854915,0.3805622206,0.4738318592
0.3508883514,0.3897419557,0.5088484019
0.321716598,0.413107762,0.4267776128
0.2614339715,0.4561498101,0.4767909969
0.2580980936,0.3963526227,0.43122778
0.2454447426,0.4157985574,0.4836976865
0.2530539055,0.3135857823,0.5412874393
0.3632670798,0.4304574904,0.4166027612
0.2023609215,0.4903286122,0.4248445168
0.357774009,0.3230744404,0.5633528473
0.2554173402,0.4179110603,0.4498177064
0.3136395159,0.3339262292,0.5419473831
0.3749982523,0.4286621785,0.4685616842
0.1796883894,0.4406685032,0.5055623865
0.2565167763,0.4320736663,0.506301757
0.4016736019,0.3287331457,0.485667172
0.8258962441,0.2731781464,0.1829906784
0.2285919643,0.4044479703,0.5143453718
0.3959041537,0.340232474,0.344820214
0.311413783,0.3959792846,0.5110238879
0.3077756076,0.3974423118,0.517177948
0.3989438175,0.4961244834,0.4030870563
0.3223759924,0.4775821504,0.4132015791
0.3279743989,0.3343421698,0.5556094116
0.3198823291,0.4118896155,0.4617466899
0.3404718857,0.3922102677,0.4392302807
0.3578290702,0.4490612334,0.3835488104
0.3220397789,0.367698986,0.5567215375
0.2863835317,0.4004981414,0.4787929457
0.2679621329,0.4020217063,0.5407364907
0.484182334,0.6787431023,0.1852938468
0.3665185446,0.5741824721,0.302757936
0.2337255386,0.5093869035,0.4310750701
0.321471877,0.3746962866,0.4683534204
0.3264840285,0.3024932363,0.6141420627
