"i_y","i_z","i_x"
0.2753362162,0.9354313953,0.0990002116
0.3450003303,0.8332946951,0.1510480449
0.3050127594,0.8897663922,0.1517408688
0.3044566169,0.8591081333,0.1132570873
0.210983485,0.9959717931,0.0268665629
0.2928379568,0.8215304786,0.0767406582
0.2368396697,0.9301376366,0.1111348424
0.1134589993,0.9779530596,0.0922658435
0.2890387984,0.8776265792,0.10102392
0.1856579508,0.946867882,0.1568805326
0.2885106279,0.949313165,0.0271842065
0.2197047754,0.9345601661,0.1292452422
0.2406885828,0.9768580374,0.0560930263
0.3040554546,0.8509094541,0.09591506
0.2028355768,0.8915683868,0.0647720475
0.2066159523,0.9496369498,0.0662348012
0.3639536087,0.7981687148,0.1200772066
0.8363700323,0.2840904668,0.1729209733
0.1938120739,0.9497277353,0.1379534675
0.2479080985,0.9197998283,0.0629991984
0.2991054596,0.8627907612,0.1286818783
0.2600006372,0.941940866,0.0781923453
0.2928764952,0.876838416,0.1250125261
0.2064570707,0.8541109514,0.1552775865
0.2292526866,0.9513075315,0.0706589598
0.2306351442,1.0031634315,0.0724031619
0.2574871772,0.9024989994,0.1036674046
0.2572216837,0.836965486,0.0809919158
0.2329181328,0.9712330626,0.1222094786
0.2845235432,0.7939420465,0.1320489756
0.2520439346,0.9018069859,0.0700795699
0.2652411017,0.8876269325,0.123030859
0.2373107015,0.8875135459,0.088768273
0.1813991969,0.9862509024,0.0909865374
0.2184359732,0.9114344481,0.1069590663
0.2074724381,0.9356434633,0.1271774606
